,metric,trainset,holdout,5-fold,model,selection,embed_selector
160,acc,0.972,0.748,0.744,lgbm,pred,none
161,auroc,0.9971978030776129,0.8540585559613043,0.8406174969987996,lgbm,pred,none
162,sens,0.971641767145442,0.7474854250752772,0.7432628820759073,lgbm,pred,none
163,spec,0.9588477366255144,0.731404958677686,0.7068877551020408,lgbm,pred,none
164,ppv,0.9619771863117871,0.7519083969465649,0.7467805111796395,lgbm,pred,none
165,npv,0.9831223628691983,0.7436974789915967,0.7506042982019508,lgbm,pred,none
166,f1,0.9719551282051282,0.7475961538461539,0.7418210889648016,lgbm,pred,none
167,bal-acc,0.971641767145442,0.7474854250752772,0.7432628820759073,lgbm,pred,none
168,acc,0.802,0.67,0.6519999999999999,lgbm,embed_lgbm,lgbm
169,auroc,0.908952618853181,0.7169421487603306,0.6994202488687783,lgbm,embed_lgbm,lgbm
170,sens,0.802461129525548,0.671519636107374,0.6545899128882322,lgbm,embed_lgbm,lgbm
171,spec,0.8189300411522634,0.71900826446281,0.7158163265306122,lgbm,embed_lgbm,lgbm
172,ppv,0.8211382113821138,0.7030567685589519,0.703128011398673,lgbm,embed_lgbm,lgbm
173,npv,0.7834645669291339,0.6420664206642066,0.6207434355970989,lgbm,embed_lgbm,lgbm
174,f1,0.8019928717433829,0.6697767690959089,0.6502756466156718,lgbm,embed_lgbm,lgbm
175,bal-acc,0.802461129525548,0.671519636107374,0.6545899128882322,lgbm,embed_lgbm,lgbm
176,acc,0.9,0.764,0.7339999999999999,lgbm,embed_linear,linear
177,auroc,0.9656370594546124,0.8623390351720162,0.8533629798073076,lgbm,embed_linear,linear
178,sens,0.8991369233479047,0.7626049074252035,0.7331861590790162,lgbm,embed_linear,linear
179,spec,0.8683127572016461,0.71900826446281,0.6907312925170068,lgbm,embed_linear,linear
180,ppv,0.8819188191881919,0.7536231884057971,0.7313298981720033,lgbm,embed_linear,linear
181,npv,0.9213973799126638,0.7767857142857143,0.7467097583219335,lgbm,embed_linear,linear
182,f1,0.8996854134565999,0.7629036665541464,0.7318880594619189,lgbm,embed_linear,linear
183,bal-acc,0.8991369233479047,0.7626049074252035,0.7331861590790162,lgbm,embed_linear,linear
184,acc,0.77,0.75,0.752,lgbm,wrap,none
185,auroc,0.8475204560375336,0.7561502979050548,0.7687527895773695,lgbm,wrap,none
186,sens,0.7633744855967078,0.7417355371900827,0.7440851340536214,lgbm,wrap,none
187,spec,0.5267489711934157,0.4834710743801653,0.4920918367346939,lgbm,wrap,none
188,ppv,0.6908602150537635,0.6736292428198434,0.6792394045232022,lgbm,wrap,none
189,npv,1.0,1.0,0.9923076923076923,lgbm,wrap,none
190,f1,0.753598532732828,0.7284013923231024,0.7293169868461561,lgbm,wrap,none
191,bal-acc,0.7633744855967078,0.7417355371900827,0.7440851340536214,lgbm,wrap,none
192,acc,0.814,0.744,0.7380000000000001,lr,none,none
193,auroc,0.9136763222366335,0.869146005509642,0.8630463723951118,lr,none,none
194,sens,0.812340875246193,0.742328144019476,0.7374330501431341,lr,none,none
195,spec,0.7530864197530864,0.6900826446280992,0.6991496598639457,lr,none,none
196,ppv,0.7887323943661971,0.7321428571428571,0.7391254866726565,lr,none,none
197,npv,0.8472222222222222,0.759090909090909,0.7526432894490547,lr,none,none
198,f1,0.8127408696072391,0.74251275366517,0.7352284530467809,lr,none,none
199,bal-acc,0.812340875246193,0.742328144019476,0.7374330501431341,lr,none,none
200,acc,0.818,0.746,0.74,lr,assoc,none
201,auroc,0.9138044226673712,0.8699948747517459,0.8616063733185582,lr,assoc,none
202,sens,0.8163440137067461,0.7443942597219553,0.7395163834764675,lr,assoc,none
203,spec,0.757201646090535,0.6942148760330579,0.7033163265306122,lr,assoc,none
204,ppv,0.7922535211267606,0.7347670250896058,0.7416279008229472,lr,assoc,none
205,npv,0.8518518518518519,0.7601809954751131,0.7533750880902044,lr,assoc,none
206,f1,0.8167679476802017,0.7446014374715945,0.7374857324000286,lr,assoc,none
207,bal-acc,0.8163440137067461,0.7443942597219553,0.7395163834764675,lr,assoc,none
208,acc,0.812,0.74,0.7460000000000001,lr,pred,none
209,auroc,0.9095931210068694,0.8659267089499647,0.8593601863822453,lr,pred,none
210,sens,0.8102832620774687,0.7375552565827408,0.7448331255579156,lr,pred,none
211,spec,0.7489711934156379,0.6611570247933884,0.6866496598639455,lr,pred,none
212,ppv,0.7859649122807018,0.7191780821917808,0.7359173756964557,lr,pred,none
213,npv,0.8465116279069768,0.7692307692307693,0.7772221247964498,lr,pred,none
214,f1,0.8106640455050839,0.7373737373737375,0.7427034128421155,lr,pred,none
215,bal-acc,0.8102832620774687,0.7375552565827408,0.7448331255579156,lr,pred,none
216,acc,0.682,0.7,0.6779999999999999,lr,embed_lgbm,lgbm
217,auroc,0.7402763766793166,0.70971875200205,0.7057378720719056,lr,embed_lgbm,lgbm
218,sens,0.6866263150309844,0.7058427830098021,0.6839191445809094,lr,embed_lgbm,lgbm
219,spec,0.8518518518518519,0.8884297520661157,0.8636904761904761,lr,embed_lgbm,lgbm
220,ppv,0.788235294117647,0.8333333333333334,0.8024743230625584,lr,embed_lgbm,lgbm
221,npv,0.6272727272727273,0.636094674556213,0.6200650044400045,lr,embed_lgbm,lgbm
222,f1,0.6750738747133906,0.6921182266009853,0.6695872286773845,lr,embed_lgbm,lgbm
223,bal-acc,0.6866263150309844,0.7058427830098021,0.6839191445809094,lr,embed_lgbm,lgbm
224,acc,0.822,0.748,0.742,lr,embed_linear,linear
225,auroc,0.9140606235288465,0.8690018579024922,0.8664949633699633,lr,embed_linear,linear
