,metric,trainset,holdout,5-fold,model,selection,embed_selector
175,bal-acc,1.0,1.0,1.0,lgbm,embed_lgbm,lgbm
176,acc,1.0,1.0,1.0,lgbm,embed_linear,linear
177,auroc,1.0,1.0,1.0,lgbm,embed_linear,linear
178,sens,1.0,1.0,1.0,lgbm,embed_linear,linear
179,spec,1.0,1.0,1.0,lgbm,embed_linear,linear
180,ppv,1.0,1.0,1.0,lgbm,embed_linear,linear
181,npv,1.0,1.0,1.0,lgbm,embed_linear,linear
182,f1,1.0,1.0,1.0,lgbm,embed_linear,linear
183,bal-acc,1.0,1.0,1.0,lgbm,embed_linear,linear
184,acc,1.0,1.0,1.0,lgbm,wrap,none
185,auroc,1.0,1.0,1.0,lgbm,wrap,none
186,sens,1.0,1.0,1.0,lgbm,wrap,none
187,spec,1.0,1.0,1.0,lgbm,wrap,none
188,ppv,1.0,1.0,1.0,lgbm,wrap,none
189,npv,1.0,1.0,1.0,lgbm,wrap,none
190,f1,1.0,1.0,1.0,lgbm,wrap,none
191,bal-acc,1.0,1.0,1.0,lgbm,wrap,none
192,acc,1.0,1.0,1.0,lr,none,none
193,auroc,1.0,1.0,1.0,lr,none,none
194,sens,1.0,1.0,1.0,lr,none,none
195,spec,1.0,1.0,1.0,lr,none,none
196,ppv,1.0,1.0,1.0,lr,none,none
197,npv,1.0,1.0,1.0,lr,none,none
198,f1,1.0,1.0,1.0,lr,none,none
199,bal-acc,1.0,1.0,1.0,lr,none,none
200,acc,1.0,1.0,1.0,lr,assoc,none
201,auroc,1.0,1.0,1.0,lr,assoc,none
202,sens,1.0,1.0,1.0,lr,assoc,none
203,spec,1.0,1.0,1.0,lr,assoc,none
204,ppv,1.0,1.0,1.0,lr,assoc,none
205,npv,1.0,1.0,1.0,lr,assoc,none
206,f1,1.0,1.0,1.0,lr,assoc,none
207,bal-acc,1.0,1.0,1.0,lr,assoc,none
208,acc,1.0,1.0,0.998,lr,pred,none
209,auroc,1.0,1.0,1.0,lr,pred,none
210,sens,1.0,1.0,0.9979591836734695,lr,pred,none
211,spec,1.0,1.0,0.9959183673469388,lr,pred,none
212,ppv,1.0,1.0,0.9961538461538462,lr,pred,none
213,npv,1.0,1.0,1.0,lr,pred,none
214,f1,1.0,1.0,0.9979981983785408,lr,pred,none
